problem_id,athlete,attempt,seq,limb,hold
WCF2025_W1,ERIN MCNEICE,1,1,LH,H2-1
WCF2025_W1,ERIN MCNEICE,1,1,RH,H4-2
WCF2025_W1,ERIN MCNEICE,1,1,LL,H1-2
WCF2025_W1,ERIN MCNEICE,1,1,RL,H1-2
WCF2025_W1,ERIN MCNEICE,1,2,RL,H4-4
WCF2025_W1,ERIN MCNEICE,1,2,RH,H6-0
WCF2025_W1,ERIN MCNEICE,1,2,LH,H5-3
WCF2025_W1,ERIN MCNEICE,1,2,RL,H2-3
WCF2025_W1,ERIN MCNEICE,1,3,RH,H7-2
WCF2025_W1,ERIN MCNEICE,1,3,LH,H7-2
WCF2025_W1,ERIN MCNEICE,1,3,RL,H5-2
WCF2025_W1,ERIN MCNEICE,1,4,RH,H10-4
WCF2025_W1,ERIN MCNEICE,1,4,LL,H5-2
WCF2025_W1,ERIN MCNEICE,1,4,RL,H9-3
WCF2025_W1,ERIN MCNEICE,1,4,LL,H7-2
WCF2025_W1,ERIN MCNEICE,1,4,LH,H10-4
WCF2025_W1,ERIN MCNEICE,1,4,RH,H11-0
WCF2025_W1,ERIN MCNEICE,1,4,RL,H9-1
WCF2025_W1,ERIN MCNEICE,1,5,LL,H9-1
WCF2025_W1,ERIN MCNEICE,1,5,LL,H10-4
WCF2025_W1,ERIN MCNEICE,1,5,LH,H12-2
WCF2025_W1,ERIN MCNEICE,1,5,RH,H12-2
WCF2025_W1,ERIN MCNEICE,1,5,RL,H9-2
WCF2025_W1,ERIN MCNEICE,1,5,LL,H9-2
WCF2025_W1,AGATHE CALLIET,1,1,LH,H2-1
WCF2025_W1,AGATHE CALLIET,1,1,RH,H4-2
WCF2025_W1,AGATHE CALLIET,1,1,LL,H1-2
WCF2025_W1,AGATHE CALLIET,1,1,RL,H1-2
WCF2025_W1,AGATHE CALLIET,1,2,RL,H4-2
WCF2025_W1,AGATHE CALLIET,1,2,RH,H6-0
WCF2025_W1,AGATHE CALLIET,1,2,LL,H2-3
WCF2025_W1,AGATHE CALLIET,1,2,LH,H5-3
WCF2025_W1,AGATHE CALLIET,1,2,RL,H2-3
WCF2025_W1,AGATHE CALLIET,2,1,LH,H2-1
WCF2025_W1,AGATHE CALLIET,2,1,RH,H4-2
WCF2025_W1,AGATHE CALLIET,2,1,LL,H1-2
WCF2025_W1,AGATHE CALLIET,2,1,RL,H1-2
WCF2025_W1,AGATHE CALLIET,2,1,RL,H4-2
WCF2025_W1,AGATHE CALLIET,2,2,RH,H6-0
WCF2025_W1,AGATHE CALLIET,2,2,LH,H5-3
WCF2025_W1,AGATHE CALLIET,2,2,RL,H2-1
WCF2025_W1,AGATHE CALLIET,3,1,LH,H2-1
WCF2025_W1,AGATHE CALLIET,3,1,RH,H4-2
WCF2025_W1,AGATHE CALLIET,3,1,LL,H1-2
WCF2025_W1,AGATHE CALLIET,3,1,RL,H1-2
WCF2025_W1,AGATHE CALLIET,3,2,RL,H4-4
WCF2025_W1,AGATHE CALLIET,3,2,RH,H6-0
WCF2025_W1,AGATHE CALLIET,3,2,LL,H2-3
WCF2025_W1,AGATHE CALLIET,3,2,LH,H5-3
WCF2025_W1,AGATHE CALLIET,3,2,RL,H2-3
WCF2025_W1,AGATHE CALLIET,4,1,LH,H2-1
WCF2025_W1,AGATHE CALLIET,4,1,RH,H4-2
WCF2025_W1,AGATHE CALLIET,4,1,LL,H1-2
WCF2025_W1,AGATHE CALLIET,4,1,RL,H1-2
WCF2025_W1,AGATHE CALLIET,4,2,RL,H4-4
WCF2025_W1,AGATHE CALLIET,4,2,RH,H6-0
WCF2025_W1,AGATHE CALLIET,4,2,LL,H2-3
WCF2025_W1,AGATHE CALLIET,4,2,LH,H5-3
WCF2025_W1,AGATHE CALLIET,4,2,RL,H2-3
WCF2025_W1,AGATHE CALLIET,5,1,LH,H2-1
WCF2025_W1,AGATHE CALLIET,5,1,RH,H4-2
WCF2025_W1,AGATHE CALLIET,5,1,LL,H1-2
WCF2025_W1,AGATHE CALLIET,5,1,RL,H1-2
WCF2025_W1,AGATHE CALLIET,5,2,RL,H4-4
WCF2025_W1,AGATHE CALLIET,5,2,RH,H6-0
WCF2025_W1,AGATHE CALLIET,5,2,LH,H5-3
WCF2025_W1,AGATHE CALLIET,6,1,LH,H2-1
WCF2025_W1,AGATHE CALLIET,6,1,RH,H4-2
WCF2025_W1,AGATHE CALLIET,6,1,LL,H1-2
WCF2025_W1,AGATHE CALLIET,6,1,RL,H1-2
WCF2025_W1,AGATHE CALLIET,6,2,RL,H4-4
WCF2025_W1,AGATHE CALLIET,6,2,RH,H6-0
WCF2025_W1,AGATHE CALLIET,6,2,LH,H5-3
WCF2025_W1,AGATHE CALLIET,7,1,LH,H2-1
WCF2025_W1,AGATHE CALLIET,7,1,RH,H4-2
WCF2025_W1,AGATHE CALLIET,7,1,LL,H1-2
WCF2025_W1,AGATHE CALLIET,7,1,RL,H1-2
WCF2025_W1,AGATHE CALLIET,7,2,RL,H4-4
WCF2025_W1,AGATHE CALLIET,7,2,RH,H6-0
WCF2025_W1,AGATHE CALLIET,7,2,LH,H5-3
WCF2025_W1,AGATHE CALLIET,7,2,RL,H2-3
WCF2025_W1,ANNIE SANDERS,1,1,LH,H2-1
WCF2025_W1,ANNIE SANDERS,1,1,RH,H4-2
WCF2025_W1,ANNIE SANDERS,1,1,LL,H1-2
WCF2025_W1,ANNIE SANDERS,1,1,RL,H1-2
WCF2025_W1,ANNIE SANDERS,1,2,RL,H4-4
WCF2025_W1,ANNIE SANDERS,1,2,RH,H6-0
WCF2025_W1,ANNIE SANDERS,1,2,LL,H2-3
WCF2025_W1,ANNIE SANDERS,1,2,LH,H5-3
WCF2025_W1,ANNIE SANDERS,1,2,RL,H2-3
WCF2025_W1,ANNIE SANDERS,1,2,LL,H2-3
WCF2025_W1,ANNIE SANDERS,1,2,RL,H2-4
WCF2025_W1,ANNIE SANDERS,1,2,RL,H2-3
WCF2025_W1,ANNIE SANDERS,1,2,LL,H2-3
WCF2025_W1,ANNIE SANDERS,1,2,RL,H2-3
WCF2025_W1,ANNIE SANDERS,2,1,LH,H2-1
WCF2025_W1,ANNIE SANDERS,2,1,RH,H4-2
WCF2025_W1,ANNIE SANDERS,2,1,LL,H1-2
WCF2025_W1,ANNIE SANDERS,2,1,RL,H1-2
WCF2025_W1,ANNIE SANDERS,2,2,RL,H4-4
WCF2025_W1,ANNIE SANDERS,2,2,RH,H6-0
WCF2025_W1,ANNIE SANDERS,2,2,LL,H2-3
WCF2025_W1,ANNIE SANDERS,2,2,LH,H5-3
WCF2025_W1,ANNIE SANDERS,2,2,RL,H2-3
WCF2025_W1,ANNIE SANDERS,2,2,RH,H5-2
WCF2025_W1,ANNIE SANDERS,3,1,LH,H2-1
WCF2025_W1,ANNIE SANDERS,3,1,RH,H4-2
WCF2025_W1,ANNIE SANDERS,3,1,LL,H1-2
WCF2025_W1,ANNIE SANDERS,3,1,RL,H1-2
WCF2025_W1,ANNIE SANDERS,3,2,RL,H4-4
WCF2025_W1,ANNIE SANDERS,3,2,RH,H6-0
WCF2025_W1,ANNIE SANDERS,3,2,LL,H2-3
WCF2025_W1,ANNIE SANDERS,3,2,LH,H5-3
WCF2025_W1,ANNIE SANDERS,3,3,LL,H7-2
WCF2025_W1,ANNIE SANDERS,3,3,RL,H2-3
WCF2025_W1,ANNIE SANDERS,3,3,LL,H2-3
WCF2025_W1,ANNIE SANDERS,3,3,RL,H2-3
WCF2025_W1,ANNIE SANDERS,4,1,LH,H2-1
WCF2025_W1,ANNIE SANDERS,4,1,RH,H4-2
WCF2025_W1,ANNIE SANDERS,4,1,LL,H1-2
WCF2025_W1,ANNIE SANDERS,4,1,RL,H1-2
WCF2025_W1,ANNIE SANDERS,4,2,RL,H4-4
WCF2025_W1,ANNIE SANDERS,4,2,RH,H6-0
WCF2025_W1,ANNIE SANDERS,4,2,LL,H2-3
WCF2025_W1,ANNIE SANDERS,4,2,LH,H5-3
WCF2025_W1,ANNIE SANDERS,4,2,RL,H2-3
WCF2025_W1,ANNIE SANDERS,4,3,LH,H7-4
WCF2025_W1,ANNIE SANDERS,4,3,LL,H5-3
WCF2025_W1,ANNIE SANDERS,4,3,RH,H7-2
WCF2025_W1,ANNIE SANDERS,4,3,RL,H5-2
WCF2025_W1,ANNIE SANDERS,4,4,RH,H10-4
WCF2025_W1,ANNIE SANDERS,4,4,LL,H5-2
WCF2025_W1,ANNIE SANDERS,4,4,RL,H9-3
WCF2025_W1,ANNIE SANDERS,4,4,LL,H7-2
WCF2025_W1,ANNIE SANDERS,4,4,LH,H10-2
WCF2025_W1,ANNIE SANDERS,4,4,RH,H11-0
WCF2025_W1,ANNIE SANDERS,4,4,LL,H9-4
WCF2025_W1,ANNIE SANDERS,4,4,RL,H9-1
WCF2025_W1,ANNIE SANDERS,4,4,LL,H10-4
WCF2025_W1,ANNIE SANDERS,4,4,LH,H12-2
WCF2025_W1,ANNIE SANDERS,4,4,RH,H12-2
WCF2025_W1,NATALIA GROSSMAN,1,1,LH,H2-1
WCF2025_W1,NATALIA GROSSMAN,1,1,RH,H4-2
WCF2025_W1,NATALIA GROSSMAN,1,1,LL,H1-2
WCF2025_W1,NATALIA GROSSMAN,1,1,RL,H1-2
WCF2025_W1,NATALIA GROSSMAN,1,2,RL,H4-4
WCF2025_W1,NATALIA GROSSMAN,1,2,RH,H6-0
WCF2025_W1,NATALIA GROSSMAN,1,2,LH,H5-3
WCF2025_W1,NATALIA GROSSMAN,1,2,RL,H2-3
WCF2025_W1,NATALIA GROSSMAN,1,2,RL,H2-1
WCF2025_W1,NATALIA GROSSMAN,1,3,RH,H7-2
WCF2025_W1,NATALIA GROSSMAN,1,3,LH,H7-2
WCF2025_W1,NATALIA GROSSMAN,1,3,RL,H5-1
WCF2025_W1,NATALIA GROSSMAN,1,3,LL,H5-3
WCF2025_W1,NATALIA GROSSMAN,1,4,RH,H10-4
WCF2025_W1,NATALIA GROSSMAN,1,4,LL,H5-1
WCF2025_W1,NATALIA GROSSMAN,1,4,RL,H9-4
WCF2025_W1,NATALIA GROSSMAN,1,4,LL,H7-2
WCF2025_W1,NATALIA GROSSMAN,1,4,LH,H10-2
WCF2025_W1,NATALIA GROSSMAN,1,4,RH,H11-0
WCF2025_W1,NATALIA GROSSMAN,1,4,LL,H9-3
WCF2025_W1,NATALIA GROSSMAN,1,4,RL,H9-2
WCF2025_W1,NATALIA GROSSMAN,1,4,LL,H10-4
WCF2025_W1,NATALIA GROSSMAN,1,5,LH,H12-2
WCF2025_W1,NATALIA GROSSMAN,1,5,RH,H12-2
WCF2025_W1,NATALIA GROSSMAN,1,5,RL,H9-2
WCF2025_W1,NATALIA GROSSMAN,1,5,LL,H9-2
WCF2025_W1,ZELIA AVEZOU,1,1,LH,H2-1
WCF2025_W1,ZELIA AVEZOU,1,1,RH,H4-2
WCF2025_W1,ZELIA AVEZOU,1,1,LL,H1-2
WCF2025_W1,ZELIA AVEZOU,1,1,RL,H1-2
WCF2025_W1,ZELIA AVEZOU,1,2,RL,H4-4
WCF2025_W1,ZELIA AVEZOU,1,2,RH,H6-0
WCF2025_W1,ZELIA AVEZOU,1,2,LH,H5-3
WCF2025_W1,ZELIA AVEZOU,1,2,RL,H2-3
WCF2025_W1,ZELIA AVEZOU,1,3,RH,H7-2
WCF2025_W1,ZELIA AVEZOU,1,3,LH,H7-2
WCF2025_W1,ZELIA AVEZOU,1,3,RL,H5-2
WCF2025_W1,ZELIA AVEZOU,1,4,RH,H10-4
WCF2025_W1,ZELIA AVEZOU,1,4,LL,H5-2
WCF2025_W1,ZELIA AVEZOU,1,4,RL,H9-4
WCF2025_W1,ZELIA AVEZOU,1,4,LL,H7-2
WCF2025_W1,ZELIA AVEZOU,1,4,LH,H10-4
WCF2025_W1,ZELIA AVEZOU,1,4,LL,H9-4
WCF2025_W1,ZELIA AVEZOU,1,4,LL,H7-2
WCF2025_W1,ZELIA AVEZOU,2,1,LH,H2-1
WCF2025_W1,ZELIA AVEZOU,2,1,RH,H4-2
WCF2025_W1,ZELIA AVEZOU,2,1,LL,H1-2
WCF2025_W1,ZELIA AVEZOU,2,1,RL,H1-2
WCF2025_W1,ZELIA AVEZOU,2,2,RL,H4-4
WCF2025_W1,ZELIA AVEZOU,2,2,RH,H6-0
WCF2025_W1,ZELIA AVEZOU,2,2,LL,H5-3
WCF2025_W1,ZELIA AVEZOU,2,2,RL,H2-3
WCF2025_W1,ZELIA AVEZOU,2,3,RH,H7-2
WCF2025_W1,ZELIA AVEZOU,2,3,LH,H7-2
WCF2025_W1,ZELIA AVEZOU,2,3,RL,H5-2
WCF2025_W1,ZELIA AVEZOU,2,4,RH,H10-4
WCF2025_W1,ZELIA AVEZOU,2,4,LL,H5-1
WCF2025_W1,ZELIA AVEZOU,2,4,RL,H9-3
WCF2025_W1,ZELIA AVEZOU,2,4,LL,H7-2
WCF2025_W1,ZELIA AVEZOU,2,4,LH,H10-4
WCF2025_W1,ZELIA AVEZOU,2,5,RH,H11-0
WCF2025_W1,ZELIA AVEZOU,2,5,LL,H9-4
WCF2025_W1,ZELIA AVEZOU,2,5,RL,H9-2
WCF2025_W1,ZELIA AVEZOU,2,5,LL,H10-4
WCF2025_W1,ZELIA AVEZOU,2,6,LH,H12-2
WCF2025_W1,ZELIA AVEZOU,2,6,RH,H12-2
WCF2025_W1,ZELIA AVEZOU,2,6,RL,H9-2
WCF2025_W1,ZELIA AVEZOU,2,6,LL,H9-2
WCF2025_W1,MIHO NONAKA,1,1,LH,H2-1
WCF2025_W1,MIHO NONAKA,1,1,RH,H4-2
WCF2025_W1,MIHO NONAKA,1,1,LL,H1-2
WCF2025_W1,MIHO NONAKA,1,1,RL,H1-2
WCF2025_W1,MIHO NONAKA,1,2,RL,H4-4
WCF2025_W1,MIHO NONAKA,1,2,RH,H6-0
WCF2025_W1,MIHO NONAKA,1,2,LH,H5-3
WCF2025_W1,MIHO NONAKA,1,2,RL,H2-1
WCF2025_W1,MIHO NONAKA,1,3,RH,H7-2
WCF2025_W1,MIHO NONAKA,1,3,RL,H8-3
WCF2025_W1,MIHO NONAKA,1,3,LH,H7-2
WCF2025_W1,MIHO NONAKA,1,3,RL,H5-2
WCF2025_W1,MIHO NONAKA,1,4,RH,H10-4
WCF2025_W1,MIHO NONAKA,1,4,RL,H8-1
WCF2025_W1,MIHO NONAKA,1,4,LL,H7-2
WCF2025_W1,MIHO NONAKA,1,4,LH,H10-2
WCF2025_W1,MIHO NONAKA,1,4,RL,H9-4
WCF2025_W1,MIHO NONAKA,1,5,RH,H11-0
WCF2025_W1,MIHO NONAKA,1,5,LL,H8-1
WCF2025_W1,MIHO NONAKA,2,1,LH,H2-1
WCF2025_W1,MIHO NONAKA,2,1,RH,H4-2
WCF2025_W1,MIHO NONAKA,2,1,LL,H1-2
WCF2025_W1,MIHO NONAKA,2,1,RL,H1-2
WCF2025_W1,MIHO NONAKA,2,2,RL,H4-4
WCF2025_W1,MIHO NONAKA,2,2,RH,H6-0
WCF2025_W1,MIHO NONAKA,2,2,LH,H5-3
WCF2025_W1,MIHO NONAKA,2,2,RL,H2-1
WCF2025_W1,MIHO NONAKA,2,3,RH,H7-2
WCF2025_W1,MIHO NONAKA,2,3,RL,H5-2
WCF2025_W1,MIHO NONAKA,2,3,LH,H7-2
WCF2025_W1,MIHO NONAKA,2,4,RH,H10-4
WCF2025_W1,MIHO NONAKA,2,4,RL,H8-1
WCF2025_W1,MIHO NONAKA,2,4,LL,H7-2
WCF2025_W1,MIHO NONAKA,2,4,LH,H10-2
WCF2025_W1,MIHO NONAKA,2,4,RL,H9-4
WCF2025_W1,MIHO NONAKA,2,5,RH,H11-0
WCF2025_W1,MIHO NONAKA,2,5,RH,H12-2
WCF2025_W1,MIHO NONAKA,2,5,LL,H9-1
WCF2025_W1,MIHO NONAKA,2,5,LH,H12-2
WCF2025_W1,MIHO NONAKA,2,5,RL,H9-2
WCF2025_M1,DOHYUN LEE,1,1,RH,H3-1
WCF2025_M1,DOHYUN LEE,1,1,LH,H3-1
WCF2025_M1,DOHYUN LEE,1,1,RL,H1-2
WCF2025_M1,DOHYUN LEE,1,1,LL,H1-2
WCF2025_M1,DOHYUN LEE,1,2,LH,H4-4
WCF2025_M1,DOHYUN LEE,1,2,RL,H3-3
WCF2025_M1,DOHYUN LEE,1,2,RH,H4-4
WCF2025_M1,DOHYUN LEE,1,2,LL,H3-3
WCF2025_M1,DOHYUN LEE,1,3,LH,H6-0
WCF2025_M1,DOHYUN LEE,1,3,LL,H2-0
WCF2025_M1,DOHYUN LEE,1,4,LH,H7-0
WCF2025_M1,DOHYUN LEE,1,4,RH,H6-0
WCF2025_M1,DOHYUN LEE,1,4,RL,H4-4
WCF2025_M1,DOHYUN LEE,1,5,RH,H8-0
WCF2025_M1,DOHYUN LEE,2,1,RH,H3-1
WCF2025_M1,DOHYUN LEE,2,1,LH,H3-1
WCF2025_M1,DOHYUN LEE,2,1,RL,H1-2
WCF2025_M1,DOHYUN LEE,2,1,LL,H1-2
WCF2025_M1,DOHYUN LEE,2,2,LH,H4-4
WCF2025_M1,DOHYUN LEE,2,2,RL,H3-3
WCF2025_M1,DOHYUN LEE,2,2,RH,H4-4
WCF2025_M1,DOHYUN LEE,2,2,LL,H2-0
WCF2025_M1,DOHYUN LEE,2,2,LH,H6-0
WCF2025_M1,DOHYUN LEE,2,3,LH,H7-0
WCF2025_M1,DOHYUN LEE,2,3,RH,H4-2
WCF2025_M1,DOHYUN LEE,2,3,RL,H4-4
WCF2025_M1,DOHYUN LEE,2,4,RH,H8-0
WCF2025_M1,DOHYUN LEE,2,4,LL,H5-0
WCF2025_M1,DOHYUN LEE,3,1,RH,H3-1
WCF2025_M1,DOHYUN LEE,3,1,LH,H3-1
WCF2025_M1,DOHYUN LEE,3,1,RL,H1-2
WCF2025_M1,DOHYUN LEE,3,1,LL,H1-2
WCF2025_M1,DOHYUN LEE,3,2,LH,H4-4
WCF2025_M1,DOHYUN LEE,3,2,RL,H3-3
WCF2025_M1,DOHYUN LEE,3,2,RH,H4-2
WCF2025_M1,DOHYUN LEE,3,2,LL,H2-0
WCF2025_M1,DOHYUN LEE,3,2,LH,H6-0
WCF2025_M1,DOHYUN LEE,3,3,LH,H7-0
WCF2025_M1,DOHYUN LEE,3,3,RL,H4-4
WCF2025_M1,DOHYUN LEE,3,3,RH,H8-0
WCF2025_M1,DOHYUN LEE,3,3,LL,H5-0
WCF2025_M1,DOHYUN LEE,3,3,LH,H9-0
WCF2025_M1,DOHYUN LEE,3,4,LH,H10-2
WCF2025_M1,DOHYUN LEE,3,4,RH,H10-2
WCF2025_M1,DAYAN AKHTAR,1,1,RH,H3-3
WCF2025_M1,DAYAN AKHTAR,1,1,LH,H3-3
WCF2025_M1,DAYAN AKHTAR,1,1,RL,H1-2
WCF2025_M1,DAYAN AKHTAR,1,1,LL,H1-2
WCF2025_M1,DAYAN AKHTAR,1,2,LH,H4-4
WCF2025_M1,DAYAN AKHTAR,1,2,RL,H3-3
WCF2025_M1,DAYAN AKHTAR,1,2,RH,H4-2
WCF2025_M1,DAYAN AKHTAR,1,2,LL,H3-3
WCF2025_M1,DAYAN AKHTAR,1,3,LH,H6-0
WCF2025_M1,DAYAN AKHTAR,1,3,LL,H2-0
WCF2025_M1,DAYAN AKHTAR,1,3,LH,H7-0
WCF2025_M1,DAYAN AKHTAR,2,1,RH,H3-3
WCF2025_M1,DAYAN AKHTAR,2,1,LH,H3-3
WCF2025_M1,DAYAN AKHTAR,2,1,RL,H1-2
WCF2025_M1,DAYAN AKHTAR,2,1,LL,H1-2
WCF2025_M1,DAYAN AKHTAR,2,2,LH,H4-4
WCF2025_M1,DAYAN AKHTAR,2,2,RL,H3-3
WCF2025_M1,DAYAN AKHTAR,2,2,RH,H4-2
WCF2025_M1,DAYAN AKHTAR,2,2,LL,H3-3
WCF2025_M1,DAYAN AKHTAR,2,3,LH,H6-0
WCF2025_M1,DAYAN AKHTAR,2,3,LL,H2-0
WCF2025_M1,DAYAN AKHTAR,2,3,LH,H7-0
WCF2025_M1,DAYAN AKHTAR,3,1,RH,H3-3
WCF2025_M1,DAYAN AKHTAR,3,1,LH,H3-3
WCF2025_M1,DAYAN AKHTAR,3,1,RL,H1-2
WCF2025_M1,DAYAN AKHTAR,3,1,LL,H1-2
WCF2025_M1,DAYAN AKHTAR,3,2,LH,H4-4
WCF2025_M1,DAYAN AKHTAR,3,2,RL,H3-3
WCF2025_M1,DAYAN AKHTAR,3,2,RH,H4-2
WCF2025_M1,DAYAN AKHTAR,3,2,LL,H3-3
WCF2025_M1,DAYAN AKHTAR,3,3,LH,H6-0
WCF2025_M1,DAYAN AKHTAR,3,3,LL,H2-0
WCF2025_M1,DAYAN AKHTAR,3,3,LH,H7-0
WCF2025_M1,DAYAN AKHTAR,4,1,RH,H3-3
WCF2025_M1,DAYAN AKHTAR,4,1,LH,H3-3
WCF2025_M1,DAYAN AKHTAR,4,1,RL,H1-2
WCF2025_M1,DAYAN AKHTAR,4,1,LL,H1-2
WCF2025_M1,DAYAN AKHTAR,4,2,LH,H4-4
WCF2025_M1,DAYAN AKHTAR,4,2,RL,H3-3
WCF2025_M1,DAYAN AKHTAR,4,2,RH,H4-2
WCF2025_M1,DAYAN AKHTAR,4,2,LL,H3-3
WCF2025_M1,DAYAN AKHTAR,4,3,LH,H6-0
WCF2025_M1,DAYAN AKHTAR,4,3,LL,H2-0
WCF2025_M1,DAYAN AKHTAR,4,3,LH,H7-0
WCF2025_M1,JONGWON CHON,1,1,RH,H3-3
WCF2025_M1,JONGWON CHON,1,1,LH,H3-3
WCF2025_M1,JONGWON CHON,1,1,RL,H1-2
WCF2025_M1,JONGWON CHON,1,1,LL,H1-2
WCF2025_M1,JONGWON CHON,1,2,LH,H4-4
WCF2025_M1,JONGWON CHON,1,2,RL,H3-3
WCF2025_M1,JONGWON CHON,1,2,RH,H4-2
WCF2025_M1,JONGWON CHON,1,2,LL,H3-3
WCF2025_M1,JONGWON CHON,1,2,LH,H6-0
WCF2025_M1,JONGWON CHON,1,3,LH,H7-0
WCF2025_M1,JONGWON CHON,1,3,LL,H2-0
WCF2025_M1,JONGWON CHON,2,1,RH,H3-3
WCF2025_M1,JONGWON CHON,2,1,LH,H3-3
WCF2025_M1,JONGWON CHON,2,1,RL,H1-2
WCF2025_M1,JONGWON CHON,2,1,LL,H1-2
WCF2025_M1,JONGWON CHON,2,2,LH,H4-4
WCF2025_M1,JONGWON CHON,2,,RL,H3-3
WCF2025_M1,JONGWON CHON,2,,RH,H4-2
WCF2025_M1,JONGWON CHON,2,,LL,H3-3
WCF2025_M1,JONGWON CHON,2,3,LH,H6-0
WCF2025_M1,JONGWON CHON,2,4,LH,H7-0
WCF2025_M1,JONGWON CHON,2,,LL,H2-0
WCF2025_M1,JONGWON CHON,2,,RL,H4-4
WCF2025_M1,JONGWON CHON,3,1,RH,H3-3
WCF2025_M1,JONGWON CHON,3,1,LH,H3-3
WCF2025_M1,JONGWON CHON,3,1,RL,H1-2
WCF2025_M1,JONGWON CHON,3,1,LL,H1-2
WCF2025_M1,JONGWON CHON,3,2,LH,H4-4
WCF2025_M1,JONGWON CHON,4,1,RH,H3-3
WCF2025_M1,JONGWON CHON,4,1,LH,H3-3
WCF2025_M1,JONGWON CHON,4,1,RL,H1-2
WCF2025_M1,JONGWON CHON,4,1,LL,H1-2
WCF2025_M1,JONGWON CHON,4,2,LH,H4-4
WCF2025_M1,JONGWON CHON,5,1,RH,H3-3
WCF2025_M1,JONGWON CHON,5,1,LH,H3-3
WCF2025_M1,JONGWON CHON,5,1,RL,H1-2
WCF2025_M1,JONGWON CHON,5,1,LL,H1-2
WCF2025_M1,JONGWON CHON,5,2,LH,H4-4
WCF2025_M1,JONGWON CHON,6,1,RH,H3-3
WCF2025_M1,JONGWON CHON,6,1,LH,H3-3
WCF2025_M1,JONGWON CHON,6,1,RL,H1-2
WCF2025_M1,JONGWON CHON,6,1,LL,H1-2
WCF2025_M1,JONGWON CHON,6,2,LH,H4-4
WCF2025_M1,MAXIMILLIAN MILNE,1,1,RH,H3-1
WCF2025_M1,MAXIMILLIAN MILNE,1,1,LH,H3-1
WCF2025_M1,MAXIMILLIAN MILNE,1,1,RL,H1-2
WCF2025_M1,MAXIMILLIAN MILNE,1,1,LL,H1-2
WCF2025_M1,MAXIMILLIAN MILNE,1,2,LH,H4-4
WCF2025_M1,MAXIMILLIAN MILNE,1,2,RL,H3-3
WCF2025_M1,MAXIMILLIAN MILNE,1,2,RH,H4-2
WCF2025_M1,MAXIMILLIAN MILNE,1,2,LL,H2-0
WCF2025_M1,MAXIMILLIAN MILNE,1,2,LH,H6-0
WCF2025_M1,MAXIMILLIAN MILNE,1,3,LH,H7-0
WCF2025_M1,MAXIMILLIAN MILNE,1,3,RL,H4-4
WCF2025_M1,MAXIMILLIAN MILNE,1,3,RH,H8-0
WCF2025_M1,MAXIMILLIAN MILNE,1,3,LL,H5-0
WCF2025_M1,MAXIMILLIAN MILNE,1,4,LH,H9-0
WCF2025_M1,MAXIMILLIAN MILNE,1,5,LL,H10-2
WCF2025_M1,MAXIMILLIAN MILNE,1,5,RH,H10-2
WCF2025_M1,SOHTA AMAGASA,1,1,RH,H3-1
WCF2025_M1,SOHTA AMAGASA,1,1,LH,H3-1
WCF2025_M1,SOHTA AMAGASA,1,1,RL,H1-2
WCF2025_M1,SOHTA AMAGASA,1,1,LL,H1-2
WCF2025_M1,SOHTA AMAGASA,1,2,LH,H4-4
WCF2025_M1,SOHTA AMAGASA,1,2,LL,H3-3
WCF2025_M1,SOHTA AMAGASA,2,1,RH,H3-1
WCF2025_M1,SOHTA AMAGASA,2,1,LH,H3-1
WCF2025_M1,SOHTA AMAGASA,2,1,RL,H1-2
WCF2025_M1,SOHTA AMAGASA,2,1,LL,H1-2
WCF2025_M1,SOHTA AMAGASA,2,2,LH,H4-4
WCF2025_M1,SOHTA AMAGASA,2,2,RL,H3-3
WCF2025_M1,SOHTA AMAGASA,2,2,RH,H4-2
WCF2025_M1,SOHTA AMAGASA,2,2,LL,H2-0
WCF2025_M1,SOHTA AMAGASA,2,2,LH,H6-0
